claim_id,applicant_name,state,district,village,claim_type,claimed_area,recorded_area,submission_date,status,days_pending,latitude,longitude
FRA-1725,Rajesh Bhoi,Madhya Pradesh,Dindori,Devgaon,Individual,11.8,11.62,2026-08-05,Approved,0,23.007946016685956,81.17283835313226
FRA-1726,Suresh Patel,Maharashtra,Palghar,Example Village,Individual,9.44,3.78,2026-08-15,Approved,0,19.779931289044857,72.77921054489049
FRA-1727,Sidhu Kumar,Chhattisgarh,Surguja,Durgapur,Individual,1.39,1.29,2026-04-27,Pending,116,23.1674146642106,83.26178007897434
FRA-1728,Vijay Bhilla,Chhattisgarh,Rajnandgaon,Durgapur,Community,12.87,12.82,2026-08-18,Rejected,0,21.10809197518058,80.97673426348175
FRA-1729,Anita Rathwa,Madhya Pradesh,Balaghat,Sitapur,Individual,14.88,15.1,2026-08-15,Approved,0,21.771244034899944,80.16445654274145
FRA-1730,Gautam Uraon,Maharashtra,Palghar,Sitapur,Community,9.88,9.82,2026-04-10,Pending,137,19.759383987655013,72.85048490807584
FRA-1731,Babu Singh,Odisha,Mayurbhanj,Rampur,Individual,11.89,11.77,2026-08-24,Approved,0,21.97661846724459,86.81916417242415
FRA-1732,Sunita Gond,Odisha,Mayurbhanj,Devgaon,Individual,12.6,20.16,2025-09-02,Pending,337,21.845029423807794,86.69473379703342
FRA-1733,Birsa Bhilla,Madhya Pradesh,Chhindwara,Panchvati,Individual,2.06,1.88,2026-08-14,Approved,0,21.962347669893624,79.03381963614576
FRA-1734,Manoj Uraon,Chhattisgarh,Kanker,Chhota Nagpur,Individual,1.7,1.47,2026-03-28,Pending,139,20.223777439987906,81.48576197819492
FRA-1735,Kamla Soren,Madhya Pradesh,Chhindwara,Devgaon,Community,9.79,9.59,2025-09-23,Pending,336,21.998694286576875,78.88507552167637
FRA-1736,Kanhu Soren,Maharashtra,Chandrapur,Panchvati,Individual,4.01,4.18,2026-08-20,Approved,0,19.909885211370902,79.24046847357603
FRA-1737,Kanhu Soren,Chhattisgarh,Kanker,Devgaon,Community,8.97,9.0,2026-08-16,Approved,0,20.23748709386438,81.52151822130584
FRA-1738,Sunita Singh,Chhattisgarh,Rajnandgaon,Kalyanpur,Individual,13.75,13.57,2026-04-15,Pending,132,21.043163264689422,81.0043299962151
FRA-1739,Babu Uraon,Maharashtra,Yavatmal,Sitapur,Community,8.82,8.81,2026-07-19,Pending,37,20.316086215290454,78.14470157181424
FRA-1740,Ramesh Bhilla,Madhya Pradesh,Dhar,Chhota Nagpur,Community,3.99,3.71,2026-08-10,Approved,0,22.60145525641424,75.34916069873873
FRA-1741,Kamla Gond,Odisha,Sundargarh,Chhota Nagpur,Community,9.73,9.45,2026-08-11,Approved,0,22.11717394971817,83.94317295948746
FRA-1742,Anita Maravi,Maharashtra,Gadchiroli,Example Village,Individual,13.52,13.65,2026-08-23,Approved,0,20.192273319699297,80.01180918939656
FRA-1743,Pooja Pradhan,Maharashtra,Palghar,Sitapur,Individual,5.76,12.67,2026-08-18,Approved,0,19.67297913616448,72.82644008283877
FRA-1744,Ramesh Uraon,Odisha,Kandhamal,Amrapali,Individual,11.86,11.73,2026-08-08,Approved,0,20.189012334454812,84.01069335836065
FRA-1745,Jano Bhoi,Jharkhand,Simdega,Sunderpur,Individual,11.57,11.77,2026-05-16,Pending,101,22.553576995591285,84.45104397618404
FRA-1746,Phulo Bhilla,Maharashtra,Palghar,Example Village,Community,1.19,1.31,2026-07-12,Pending,27,19.673797563470703,72.8422386594564
FRA-1747,Sidhu Uraon,Jharkhand,Latehar,Bhadrapur,Community,7.17,7.32,2026-08-12,Approved,0,23.699694177323746,84.41722190700615
FRA-1748,Kamla Maravi,Maharashtra,Yavatmal,Amrapali,Individual,13.81,22.1,2026-08-12,Approved,0,20.459218389656463,78.04094914982315
FRA-1749,Suresh Kumar,Maharashtra,Chandrapur,Example Village,Individual,10.85,10.68,2026-08-08,Rejected,0,20.04962959231805,79.22855299539354
FRA-1750,Sunita Soren,Odisha,Sundargarh,Chhota Nagpur,Community,11.52,11.27,2026-06-21,Pending,48,22.15003757035699,84.0598212310746
FRA-1751,Suresh Naik,Madhya Pradesh,Dhar,Sunderpur,Community,5.93,5.73,2026-08-09,Approved,0,22.590798482296822,75.26359040059853
FRA-1752,Pooja Soren,Chhattisgarh,Dhamtari,Example Village,Community,4.64,4.5,2026-08-06,Approved,0,20.643139280856968,81.59823103254496
FRA-1753,Vijay Bhilla,Maharashtra,Palghar,Chhota Nagpur,Individual,2.31,2.45,2026-08-13,Approved,0,19.61536426340674,72.82432903216353
FRA-1754,Phulo Bhoi,Chhattisgarh,Kanker,Durgapur,Individual,2.85,3.12,2026-08-11,Approved,0,20.180848900231585,81.47595340822468
FRA-1755,Ramesh Tudu,Odisha,Rayagada,Devgaon,Individual,6.28,6.0,2026-08-25,Approved,0,19.21651682601163,83.4793709400999
FRA-1756,Suresh Kumar,Madhya Pradesh,Dhar,Bhadrapur,Individual,14.09,14.02,2026-01-08,Pending,224,22.52325039881094,75.28009530567128
FRA-1757,Kamla Bhilla,Jharkhand,Gumla,Chhota Nagpur,Individual,13.67,13.69,2026-04-10,Pending,134,23.064957428525453,84.52118051415793
FRA-1758,Ramesh Uraon,Maharashtra,Yavatmal,Example Village,Individual,8.71,13.94,2026-08-23,Approved,0,20.340186977556797,78.05336218707028
FRA-1759,Somnath Tudu,Odisha,Mayurbhanj,Rampur,Individual,12.01,12.22,2026-08-10,Approved,0,21.837858623141745,86.75373794925824
FRA-1760,Gautam Naik,Maharashtra,Yavatmal,Chhota Nagpur,Individual,1.86,1.83,2026-08-18,Approved,0,20.405710191730723,78.20863202451275
FRA-1761,Anita Patel,Jharkhand,Latehar,Bhadrapur,Individual,4.86,4.7,2026-05-24,Pending,74,23.776972756331592,84.53609045667324
FRA-1762,Gautam Tudu,Madhya Pradesh,Dindori,Bhadrapur,Individual,1.41,1.34,2026-08-16,Approved,0,22.990973824275734,81.08835807126677
FRA-1763,Sidhu Soren,Madhya Pradesh,Dhar,Sunderpur,Individual,3.9,4.08,2026-08-19,Approved,0,22.515658758128037,75.34492208624802
FRA-1764,Radha Patel,Maharashtra,Gadchiroli,Chhota Nagpur,Individual,6.78,6.67,2025-09-24,Pending,321,20.243286997223674,79.9950809003004
FRA-1765,Rajesh Kumar,Maharashtra,Palghar,Panchvati,Individual,13.09,12.99,2026-08-14,Approved,0,19.617195573552003,72.76676222845171
FRA-1766,Suresh Patel,Madhya Pradesh,Dhar,Sunderpur,Individual,5.1,4.81,2026-05-24,Pending,91,22.695979479215946,75.23523076366855
FRA-1767,Vijay Maravi,Jharkhand,Simdega,Bhadrapur,Individual,13.05,13.34,2026-08-13,Approved,0,22.67003354942827,84.59654199879478
FRA-1768,Anita Pradhan,Jharkhand,Gumla,Devgaon,Community,4.41,4.16,2026-08-05,Approved,0,23.072499087335082,84.52525132404958
FRA-1769,Suresh Patel,Odisha,Rayagada,Sitapur,Individual,2.5,2.35,2026-08-06,Approved,0,19.24589326384201,83.50031197496563
FRA-1770,Somnath Tudu,Maharashtra,Yavatmal,Durgapur,Community,3.55,3.54,2026-08-05,Approved,0,20.372388818519635,78.11759026303123
FRA-1771,Vijay Maravi,Maharashtra,Nandurbar,Sitapur,Individual,13.87,13.88,2025-10-12,Pending,316,21.382602929838907,74.32900069891807
FRA-1772,Kanhu Uraon,Maharashtra,Nandurbar,Bhadrapur,Individual,4.87,4.69,2026-08-11,Approved,0,21.401994583192383,74.2736087175882
FRA-1773,Ramesh Singh,Chhattisgarh,Surguja,Chandapur,Community,11.03,11.08,2026-08-23,Approved,0,23.07129331459164,83.22042673956942
FRA-1774,Sunita Patel,Madhya Pradesh,Mandla,Kalyanpur,Individual,11.17,11.07,2026-01-15,Pending,210,22.64133300317784,80.27339861074925
FRA-1775,Manoj Bhilla,Chhattisgarh,Bastar,Chandapur,Individual,8.81,8.78,2026-08-15,Approved,0,19.18141524110195,81.94842610328195
FRA-1776,Birsa Uraon,Maharashtra,Yavatmal,Sunderpur,Community,8.36,8.19,2026-08-07,Approved,0,20.424311093398185,78.18852255801217
FRA-1777,Lakshmi Soren,Madhya Pradesh,Chhindwara,Sunderpur,Community,4.1,3.85,2026-07-15,Pending,39,21.993665646250804,78.91617498519665
FRA-1778,Gautam Pradhan,Jharkhand,Latehar,Durgapur,Community,1.73,0.86,2026-05-31,Pending,86,23.840925913133912,84.45568160475383
FRA-1779,Gautam Kumar,Chhattisgarh,Dhamtari,Panchvati,Individual,6.75,7.0,2026-03-30,Pending,147,20.678491727944397,81.54085201708938
FRA-1780,Kamla Tudu,Odisha,Sundargarh,Sunderpur,Individual,2.24,2.26,2026-08-23,Approved,0,22.149299431009332,84.03830765552273
FRA-1781,Jano Maravi,Chhattisgarh,Surguja,Rampur,Community,2.7,2.87,2026-08-14,Approved,0,23.03752276836582,83.2989358953279
FRA-1782,Sunita Pradhan,Chhattisgarh,Kanker,Devgaon,Community,3.91,4.13,2026-08-17,Approved,0,20.186867466221887,81.42466025663363
FRA-1783,Birsa Maravi,Odisha,Mayurbhanj,Sitapur,Individual,3.09,3.14,2026-08-20,Approved,0,21.991441630667932,86.74919800868184
FRA-1784,Ramesh Maravi,Jharkhand,Dumka,Bhadrapur,Individual,9.4,20.68,2026-08-05,Approved,0,24.307301389133393,87.34625971983053
FRA-1785,Anita Pradhan,Jharkhand,West Singhbhum,Bhadrapur,Individual,5.01,5.28,2026-08-07,Approved,0,22.58588847341241,85.80138551278031
FRA-1786,Jano Kumar,Madhya Pradesh,Mandla,Panchvati,Community,8.07,7.83,2026-08-16,Approved,0,22.53894090785808,80.45275612923291
FRA-1787,Somnath Tudu,Madhya Pradesh,Dhar,Durgapur,Community,12.15,12.43,2026-08-18,Approved,0,22.67458542488999,75.30775015313718
FRA-1788,Sidhu Uraon,Madhya Pradesh,Chhindwara,Example Village,Community,4.74,1.9,2026-03-29,Pending,146,22.12642889332976,78.95411792259542
FRA-1789,Gautam Patel,Madhya Pradesh,Dhar,Rampur,Individual,9.97,9.8,2026-08-22,Approved,0,22.546744898959126,75.4004829284826
FRA-1790,Pooja Pradhan,Madhya Pradesh,Mandla,Panchvati,Community,12.68,20.29,2026-08-23,Approved,0,22.59234600321466,80.46506467439208
FRA-1791,Jano Rathwa,Madhya Pradesh,Dhar,Example Village,Community,9.75,9.63,2026-08-15,Approved,0,22.54735107842742,75.2201073461212
FRA-1792,Ramesh Hembram,Maharashtra,Palghar,Amrapali,Individual,1.59,1.38,2026-08-25,Approved,0,19.752621613450394,72.68869415144395
FRA-1793,Somnath Bhilla,Odisha,Kandhamal,Sunderpur,Individual,5.61,12.34,2026-08-12,Approved,0,20.29663629721331,83.91892022888236
FRA-1794,Manoj Munda,Jharkhand,West Singhbhum,Example Village,Community,2.49,2.33,2026-08-19,Approved,0,22.613152510557654,85.81698684418726
FRA-1795,Phulo Kumar,Chhattisgarh,Dhamtari,Chhota Nagpur,Individual,4.55,4.66,2026-08-19,Approved,0,20.62238311515686,81.53540221526866
FRA-1796,Jano Pradhan,Odisha,Mayurbhanj,Durgapur,Community,3.46,3.22,2026-08-13,Approved,0,21.834770953504997,86.80328925885426
FRA-1797,Birsa Bhilla,Maharashtra,Yavatmal,Bhadrapur,Community,9.87,9.63,2026-05-04,Pending,109,20.492408243909416,78.20962038206025
FRA-1798,Birsa Hembram,Maharashtra,Chandrapur,Sunderpur,Community,14.03,14.06,2026-08-17,Approved,0,19.874188670243736,79.29925541360008
FRA-1799,Radha Maravi,Jharkhand,Simdega,Bhadrapur,Community,8.41,8.68,2026-08-15,Approved,0,22.538478895013462,84.42095513077281
FRA-1800,Babu Munda,Jharkhand,Gumla,Example Village,Individual,8.64,8.57,2026-08-06,Approved,0,23.02594427230161,84.51461895609613
FRA-1801,Sidhu Tudu,Madhya Pradesh,Dhar,Bhadrapur,Community,2.25,2.11,2026-08-18,Approved,0,22.60432271590835,75.35583137148366
FRA-1802,Pooja Singh,Odisha,Kandhamal,Durgapur,Individual,13.49,13.23,2026-08-25,Approved,0,20.210419654636173,83.92210857495412
FRA-1803,Gautam Kumar,Chhattisgarh,Dhamtari,Kalyanpur,Individual,6.98,7.04,2026-05-27,Pending,78,20.632623245827595,81.64438210440737
FRA-1804,Anita Pradhan,Maharashtra,Palghar,Chhota Nagpur,Individual,13.76,13.51,2026-08-15,Approved,0,19.618246148376425,72.78975483331769
FRA-1805,Pooja Munda,Maharashtra,Yavatmal,Example Village,Individual,14.59,14.83,2026-04-20,Pending,107,20.448069109183763,78.20103371327006
FRA-1806,Devi Uraon,Maharashtra,Palghar,Sitapur,Individual,14.88,14.7,2025-11-06,Pending,291,19.623860160467824,72.68230180410828
FRA-1807,Jano Rathwa,Maharashtra,Gadchiroli,Bhadrapur,Individual,2.42,2.38,2026-08-11,Approved,0,20.272306989480693,80.06087176470864
FRA-1808,Sunita Bhilla,Madhya Pradesh,Dhar,Panchvati,Community,4.28,4.05,2026-05-21,Pending,84,22.52071745231454,75.31120573360215
FRA-1809,Sidhu Bhilla,Madhya Pradesh,Chhindwara,Chhota Nagpur,Individual,1.32,0.66,2026-08-23,Approved,0,22.10319682832825,78.97110136584597
FRA-1810,Sidhu Munda,Chhattisgarh,Dhamtari,Kalyanpur,Individual,5.61,5.74,2026-08-25,Approved,0,20.6427401702487,81.60255973378061
FRA-1811,Phulo Soren,Jharkhand,Latehar,Sitapur,Individual,2.74,2.9,2026-06-18,Pending,58,23.835169893766118,84.49665024842078
FRA-1812,Jano Naik,Maharashtra,Palghar,Chhota Nagpur,Community,6.93,6.76,2026-08-25,Approved,0,19.682230231438812,72.78012824987282
FRA-1813,Manoj Uraon,Chhattisgarh,Dhamtari,Kalyanpur,Individual,1.04,2.29,2026-04-03,Pending,135,20.792614244152062,81.45039303903776
FRA-1814,Sunita Patel,Chhattisgarh,Surguja,Sitapur,Community,9.4,9.58,2026-08-25,Approved,0,23.111796803723905,83.1936267230082
FRA-1815,Suresh Kumar,Chhattisgarh,Dhamtari,Kalyanpur,Individual,3.66,3.66,2026-04-14,Pending,115,20.72328451453786,81.49891264083396
FRA-1816,Phulo Pradhan,Jharkhand,Gumla,Kalyanpur,Individual,3.46,3.64,2026-08-12,Rejected,0,23.12681900663355,84.52204662996363
FRA-1817,Sunita Soren,Chhattisgarh,Bastar,Kalyanpur,Community,3.48,3.74,2026-08-12,Approved,0,19.12257265193121,81.93006319426082
FRA-1818,Ramesh Tudu,Chhattisgarh,Kanker,Amrapali,Individual,8.11,7.92,2026-08-07,Approved,0,20.32040149501576,81.4840928377316
FRA-1819,Ramesh Maravi,Maharashtra,Gadchiroli,Chhota Nagpur,Community,14.92,14.73,2026-08-21,Approved,0,20.12069157753473,79.97357808896838
FRA-1820,Gautam Maravi,Maharashtra,Chandrapur,Sunderpur,Community,11.55,11.6,2026-08-13,Approved,0,19.892166479326104,79.2570015000644
FRA-1821,Devi Singh,Odisha,Mayurbhanj,Sunderpur,Community,5.0,8.0,2026-03-24,Pending,142,21.978560776986072,86.6407840101947
FRA-1822,Kanhu Bhilla,Odisha,Sundargarh,Sunderpur,Community,14.67,14.84,2026-08-12,Approved,0,22.098618604201047,83.95148663164868
FRA-1823,Phulo Uraon,Odisha,Kandhamal,Chhota Nagpur,Individual,5.26,4.97,2026-08-21,Rejected,0,20.26101266232587,84.04832105599267
FRA-1824,Devi Tudu,Maharashtra,Chandrapur,Sunderpur,Community,14.31,14.21,2026-08-18,Approved,0,19.890278238312874,79.21211905483625
FRA-1825,Suresh Maravi,Chhattisgarh,Rajnandgaon,Sunderpur,Community,12.14,11.91,2026-08-17,Approved,0,21.165757023339726,81.0867832244177
FRA-1826,Anita Bhoi,Madhya Pradesh,Chhindwara,Bhadrapur,Individual,9.93,9.98,2026-06-24,Pending,52,21.98253220244694,78.84478329914552
FRA-1827,Pooja Singh,Maharashtra,Gadchiroli,Example Village,Individual,7.45,7.45,2026-07-07,Pending,46,20.20310720695028,79.92863591014573
FRA-1828,Gautam Tudu,Madhya Pradesh,Dindori,Chandapur,Individual,6.39,6.25,2026-08-15,Approved,0,23.043182443544453,80.99967078285233
FRA-1829,Devi Gond,Madhya Pradesh,Chhindwara,Example Village,Community,8.21,8.09,2026-03-24,Pending,134,22.022400510426998,78.8943720760537
FRA-1830,Phulo Rathwa,Jharkhand,West Singhbhum,Kalyanpur,Community,14.76,14.99,2026-08-11,Approved,0,22.6489975975797,85.70779613133524
FRA-1831,Sidhu Singh,Odisha,Rayagada,Sunderpur,Community,3.1,3.05,2026-08-15,Approved,0,19.157983186394517,83.42040257795799
FRA-1832,Babu Kumar,Jharkhand,Gumla,Devgaon,Individual,14.6,14.73,2026-08-08,Approved,0,23.095896783375114,84.45060279018428
FRA-1833,Vijay Soren,Odisha,Koraput,Sitapur,Community,14.83,14.85,2026-08-09,Approved,0,18.718769891361802,82.6464948306084
FRA-1834,Vijay Naik,Odisha,Rayagada,Chandapur,Individual,4.25,4.23,2026-08-12,Approved,0,19.11659372207228,83.4951305077002
FRA-1835,Sidhu Hembram,Jharkhand,Dumka,Example Village,Individual,9.67,9.4,2026-08-18,Approved,0,24.168219207374356,87.15784863527524
FRA-1836,Vijay Naik,Jharkhand,West Singhbhum,Kalyanpur,Community,8.85,8.64,2026-08-12,Approved,0,22.569045041181575,85.78745819683756
FRA-1837,Kamla Patel,Madhya Pradesh,Dindori,Bhadrapur,Individual,6.55,6.83,2026-08-16,Rejected,0,22.977134646619007,81.07802354135028
FRA-1838,Manoj Maravi,Odisha,Kandhamal,Amrapali,Community,9.01,9.25,2026-08-18,Approved,0,20.272200307961846,84.0289833515283
FRA-1839,Somnath Pradhan,Chhattisgarh,Bastar,Kalyanpur,Individual,2.27,2.52,2026-08-09,Approved,0,19.060089885044036,81.88008093989754
FRA-1840,Pooja Gond,Madhya Pradesh,Dindori,Sunderpur,Community,5.06,4.87,2026-07-29,Pending,16,22.93720416928786,80.99429188987472
FRA-1841,Jano Pradhan,Odisha,Koraput,Chhota Nagpur,Individual,4.3,4.48,2026-05-08,Pending,95,18.81936508743117,82.71738981807313
FRA-1842,Birsa Pradhan,Odisha,Koraput,Durgapur,Individual,5.64,5.87,2026-08-13,Approved,0,18.908920320510767,82.7020426990045
FRA-1843,Kanhu Uraon,Chhattisgarh,Dhamtari,Chandapur,Individual,13.2,13.0,2026-02-03,Pending,192,20.80857765582368,81.53160814534688
FRA-1844,Somnath Naik,Madhya Pradesh,Dindori,Devgaon,Individual,9.17,9.39,2026-07-11,Pending,30,23.039639195322806,81.05662195905646
FRA-1845,Suresh Naik,Chhattisgarh,Rajnandgaon,Amrapali,Community,10.02,22.04,2026-08-21,Approved,0,21.183803484064146,81.06040816440493
FRA-1846,Kanhu Rathwa,Chhattisgarh,Bastar,Panchvati,Community,5.95,5.84,2026-08-16,Approved,0,19.048275145379755,81.88542408630374
FRA-1847,Somnath Bhoi,Madhya Pradesh,Dindori,Sunderpur,Individual,10.29,10.28,2025-11-28,Pending,257,23.04021286155027,81.09752627796156
FRA-1848,Radha Maravi,Maharashtra,Chandrapur,Sunderpur,Individual,13.21,13.44,2026-08-16,Approved,0,19.873701883706328,79.25566115526205
FRA-1849,Babu Pradhan,Maharashtra,Palghar,Chandapur,Individual,12.56,12.33,2026-08-16,Rejected,0,19.66105185737644,72.77713112351064
FRA-1850,Pooja Kumar,Maharashtra,Chandrapur,Devgaon,Individual,9.66,9.78,2026-08-11,Rejected,0,19.91261300380824,79.32179070840472
FRA-1851,Sidhu Kumar,Madhya Pradesh,Balaghat,Sunderpur,Community,11.47,18.35,2026-08-06,Approved,0,21.862396872266007,80.2509787553472
FRA-1852,Sidhu Hembram,Madhya Pradesh,Chhindwara,Chandapur,Individual,9.33,4.67,2026-08-15,Approved,0,22.062709518448482,78.88362555294574
FRA-1853,Kanhu Munda,Chhattisgarh,Surguja,Chandapur,Individual,12.8,13.05,2026-08-17,Approved,0,23.158681330375206,83.21849645637329
FRA-1854,Radha Singh,Chhattisgarh,Bastar,Devgaon,Individual,9.95,10.12,2026-08-17,Approved,0,19.02422892284214,82.03000431065898
FRA-1855,Birsa Naik,Jharkhand,West Singhbhum,Durgapur,Individual,4.23,6.77,2026-08-15,Rejected,0,22.578831548229733,85.79881317853317
FRA-1856,Sidhu Tudu,Madhya Pradesh,Dindori,Chhota Nagpur,Community,4.39,4.43,2026-08-08,Approved,0,22.91055281468217,81.07877331954963
FRA-1857,Radha Hembram,Chhattisgarh,Rajnandgaon,Chhota Nagpur,Community,7.21,6.92,2026-08-05,Approved,0,21.132486863298663,81.10391800384333
FRA-1858,Devi Patel,Chhattisgarh,Rajnandgaon,Kalyanpur,Community,5.57,5.75,2026-08-21,Approved,0,21.01199213727031,80.9679692278762
FRA-1859,Anita Kumar,Jharkhand,Latehar,Bhadrapur,Community,13.22,13.26,2026-04-01,Pending,145,23.72169907092082,84.56013050646024
FRA-1860,Suresh Gond,Jharkhand,West Singhbhum,Sunderpur,Individual,10.12,10.13,2026-08-08,Approved,0,22.66509125233105,85.8984120423256
FRA-1861,Jano Hembram,Chhattisgarh,Dhamtari,Sunderpur,Individual,9.12,9.09,2026-08-13,Approved,0,20.795550050142296,81.58382978564876
FRA-1862,Anita Hembram,Jharkhand,Dumka,Example Village,Individual,12.88,13.03,2026-08-17,Approved,0,24.281779558287415,87.18697759346873
FRA-1863,Babu Hembram,Chhattisgarh,Rajnandgaon,Amrapali,Individual,6.6,6.75,2026-08-17,Approved,0,21.07006024497398,81.10294364224045
FRA-1864,Kamla Tudu,Chhattisgarh,Dhamtari,Sunderpur,Individual,12.88,13.15,2026-08-25,Approved,0,20.764241098558355,81.63075488052723
FRA-1865,Kanhu Maravi,Jharkhand,West Singhbhum,Devgaon,Individual,11.1,11.31,2026-07-05,Pending,31,22.65696200121209,85.84395532932479
FRA-1866,Suresh Uraon,Chhattisgarh,Rajnandgaon,Devgaon,Community,7.07,7.2,2026-08-13,Rejected,0,21.080456400379067,81.05179113901391
FRA-1867,Gautam Pradhan,Odisha,Rayagada,Sitapur,Community,3.48,5.57,2026-07-07,Pending,44,19.09938644014111,83.40068624493506
FRA-1868,Vijay Maravi,Odisha,Koraput,Durgapur,Community,13.26,13.04,2026-08-23,Rejected,0,18.767865358163718,82.64477481565915
FRA-1869,Lakshmi Rathwa,Jharkhand,Dumka,Chandapur,Individual,2.87,3.03,2026-08-16,Rejected,0,24.321336968229392,87.26692751506468
FRA-1870,Sunita Kumar,Maharashtra,Nandurbar,Devgaon,Individual,13.97,14.08,2026-08-07,Approved,0,21.463786669222678,74.31433213904639
FRA-1871,Kamla Soren,Madhya Pradesh,Dindori,Rampur,Individual,4.86,4.57,2026-08-20,Approved,0,22.921180071132326,81.16423735921632
FRA-1872,Kanhu Kumar,Jharkhand,Gumla,Kalyanpur,Individual,8.82,9.11,2026-08-21,Approved,0,23.06641328657519,84.4650090879048
FRA-1873,Devi Maravi,Odisha,Sundargarh,Example Village,Community,12.37,27.21,2026-08-06,Rejected,0,22.03316981275564,84.02712097184796
FRA-1874,Phulo Gond,Chhattisgarh,Rajnandgaon,Example Village,Individual,2.3,2.35,2026-04-17,Pending,123,21.092618801235492,81.07846680719553
FRA-1875,Babu Bhoi,Madhya Pradesh,Mandla,Rampur,Community,10.31,10.06,2026-08-18,Rejected,0,22.58394883606386,80.36802626614349
FRA-1876,Manoj Hembram,Maharashtra,Yavatmal,Devgaon,Community,14.38,14.31,2026-08-10,Rejected,0,20.493043982071885,78.14801991382792
FRA-1877,Kanhu Patel,Jharkhand,Dumka,Durgapur,Community,8.62,8.5,2026-08-21,Approved,0,24.274682374605735,87.26543939843918
FRA-1878,Sidhu Patel,Jharkhand,Latehar,Bhadrapur,Individual,14.25,7.12,2026-03-11,Pending,148,23.80446788415061,84.55150222377844
FRA-1879,Anita Tudu,Chhattisgarh,Kanker,Devgaon,Individual,1.82,1.75,2026-08-22,Approved,0,20.20462303665948,81.53207887962536
FRA-1880,Sidhu Soren,Maharashtra,Gadchiroli,Sunderpur,Community,1.03,0.88,2026-08-05,Approved,0,20.22200831311166,79.98786411715297
FRA-1881,Kanhu Bhilla,Chhattisgarh,Dhamtari,Sunderpur,Individual,6.31,6.22,2026-08-22,Approved,0,20.707539660345905,81.58818451454489
FRA-1882,Kanhu Soren,Maharashtra,Yavatmal,Kalyanpur,Individual,14.12,13.85,2025-10-26,Pending,288,20.459504831340805,78.03880803591039
FRA-1883,Gautam Naik,Jharkhand,Gumla,Devgaon,Community,9.55,15.28,2026-08-19,Approved,0,23.06751888417487,84.60564795580369
FRA-1884,Sunita Munda,Chhattisgarh,Surguja,Sitapur,Individual,14.27,14.22,2026-07-17,Pending,31,23.118680947916705,83.13639877703295
FRA-1885,Gautam Bhoi,Chhattisgarh,Bastar,Chhota Nagpur,Community,4.9,4.83,2026-08-15,Approved,0,19.124241586393552,81.94248722524813
FRA-1886,Suresh Maravi,Odisha,Rayagada,Bhadrapur,Individual,1.69,1.57,2026-08-25,Approved,0,19.07479640322507,83.45997163196394
FRA-1887,Phulo Rathwa,Maharashtra,Gadchiroli,Bhadrapur,Individual,12.18,12.1,2026-08-15,Approved,0,20.16245937081347,79.90782802453538
FRA-1888,Kamla Gond,Maharashtra,Nandurbar,Durgapur,Individual,4.58,4.43,2026-08-19,Rejected,0,21.280723163895033,74.23093736619246
FRA-1889,Rajesh Tudu,Chhattisgarh,Dhamtari,Durgapur,Community,5.43,5.65,2026-08-09,Approved,0,20.615551254409105,81.5656416292069
FRA-1890,Vijay Patel,Chhattisgarh,Dhamtari,Bhadrapur,Community,8.82,9.08,2026-08-10,Approved,0,20.67957873215194,81.47993001824253
FRA-1891,Birsa Soren,Madhya Pradesh,Dhar,Sitapur,Individual,5.93,5.76,2026-04-15,Pending,119,22.55569754311103,75.31850746123357
FRA-1892,Gautam Munda,Madhya Pradesh,Dindori,Amrapali,Community,13.52,13.78,2026-08-13,Approved,0,22.867912484618092,81.1588177172314
FRA-1893,Pooja Kumar,Chhattisgarh,Surguja,Rampur,Individual,14.93,14.78,2026-05-22,Pending,89,23.052784949585405,83.2257815181943
FRA-1894,Gautam Hembram,Chhattisgarh,Dhamtari,Sitapur,Community,14.88,15.13,2026-08-19,Approved,0,20.696170914292956,81.49193239674275
FRA-1895,Somnath Tudu,Maharashtra,Palghar,Devgaon,Individual,11.53,11.77,2026-08-17,Approved,0,19.628988404139392,72.80465271446593
FRA-1896,Devi Munda,Maharashtra,Nandurbar,Sitapur,Individual,13.26,13.24,2026-08-25,Approved,0,21.335720218441903,74.34496267213339
FRA-1897,Anita Munda,Madhya Pradesh,Chhindwara,Rampur,Individual,8.11,8.12,2026-04-18,Pending,124,22.084777323751243,78.9655527366831
FRA-1898,Jano Maravi,Madhya Pradesh,Chhindwara,Durgapur,Community,10.99,10.84,2026-08-12,Approved,0,21.994647499087225,78.97811368746986
FRA-1899,Lakshmi Bhoi,Maharashtra,Chandrapur,Kalyanpur,Individual,14.02,13.85,2026-08-13,Approved,0,19.97295086952065,79.26215732898385
FRA-1900,Birsa Gond,Maharashtra,Gadchiroli,Sunderpur,Community,7.31,7.41,2026-08-23,Rejected,0,20.25603861571047,79.94016334567273
FRA-1901,Birsa Soren,Maharashtra,Nandurbar,Amrapali,Community,13.28,13.18,2026-08-11,Approved,0,21.4379023879925,74.3456476539797
FRA-1902,Sidhu Kumar,Jharkhand,West Singhbhum,Sitapur,Individual,9.74,9.65,2026-08-24,Rejected,0,22.52032481621632,85.78415160120943
FRA-1903,Sidhu Singh,Madhya Pradesh,Balaghat,Sunderpur,Individual,7.38,7.3,2026-08-25,Approved,0,21.909729406543256,80.11076120608692
